org.jsoup.parser.TokeniserState,555,1
org.jsoup.parser.TokeniserState,556,1
org.jsoup.parser.TokeniserState,557,1
org.jsoup.parser.TokeniserState,558,1
org.jsoup.parser.TokeniserState,559,1
org.jsoup.parser.TokeniserState,530,0.707
org.jsoup.parser.TokeniserState,531,0.707
org.jsoup.parser.TokeniserState,532,0.707
org.jsoup.parser.TokeniserState,541,0.707
org.jsoup.parser.TokeniserState,542,0.707
org.jsoup.parser.TokeniserState,543,0.707
org.jsoup.parser.TokeniserState,544,0.707
org.jsoup.parser.TokeniserState,545,0.707
org.jsoup.parser.TokeniserState,550,0.707
org.jsoup.parser.TokeniserState,554,0.707
org.jsoup.parser.TokeniserState,562,0.707
org.jsoup.parser.TokeniserState,584,0.707
org.jsoup.parser.TokeniserState,586,0.707
org.jsoup.parser.TokeniserState,589,0.707
org.jsoup.parser.TokeniserState,590,0.707
org.jsoup.parser.TokeniserState,591,0.707
org.jsoup.parser.TokeniserState,525,0.577
org.jsoup.parser.TokeniserState,537,0.577
org.jsoup.parser.TokeniserState,451,0.577
org.jsoup.parser.TokeniserState,452,0.577
org.jsoup.Jsoup,160,0.577
org.jsoup.nodes.DataNode,21,0.5
org.jsoup.nodes.DataNode,43,0.5
org.jsoup.nodes.DataNode,44,0.5
org.jsoup.nodes.DataNode,46,0.5
org.jsoup.parser.TokeniserState,466,0.408
org.jsoup.parser.TokeniserState,472,0.408
org.jsoup.parser.TokeniserState,473,0.408
org.jsoup.parser.TokeniserState,475,0.408
org.jsoup.parser.TokeniserState,476,0.408
org.jsoup.parser.TokeniserState,477,0.408
org.jsoup.parser.TokeniserState,490,0.408
org.jsoup.parser.TokeniserState,494,0.408
org.jsoup.parser.TokeniserState,500,0.408
org.jsoup.parser.TokeniserState,501,0.408
org.jsoup.parser.TokeniserState,509,0.408
org.jsoup.parser.TokeniserState,510,0.408
org.jsoup.parser.TokeniserState,511,0.408
org.jsoup.parser.TokeniserState,518,0.408
